-able	可;易
employed	从业人员;劳务人员;半失业;双职工;受聘于;受雇;在职;干活;教师爷;月工;水军;洋员;特约;网格员;翰林;翰林学士;闪离;驺
employee	业绩;从业人员;做官;内推;军属;升上;吃皇粮;员工;复岗;大头兵;小妹;工作证;工号;开销;开除;录取;录用;打卡;打工仔;扶正;招请;探雷人员;撸;政府官员;末位淘汰;查岗;照发;练习生;职工;自由业;自由职业;花瓶;行员;解聘;调岗;资浅;转调;轮空;辞掉;闲杂;雇员;高职
employees	交通车;养老金双轨制;制服;劳动合同;吃空额;吃空饷;员额;官倒;尾牙;弃子;招工;潜规则;裁人;裁员;轮休
employer	东家;劳动合同;劳雇;劳雇关系;吃里扒外;招聘者;福利;雇主
employers	媒合
employing	就业安定费;知遇之恩
employment	业;事儿;五险一金;位次;充分就业;入职;军公教;单位;受聘;另谋高就;吃青春饭;就业;就业安定费;就业服务;就业机会;就业率;就服;尼特族;工龄;延聘;延请;待业;性工作;找事;橄榄枝;求职;缓聘;荐头;荐头店;解雇;谋职;逃禄;铁饭碗
emporium	商场;总汇;杂货店
empoverished	国弱民穷
empower	加持;大用;赋能
empowerment	加持
empress	临朝;乾陵;佛爷;六宫;册立;叶卡捷琳娜;后;后冠;哀家;天后;太后;女皇;女皇帝;娘娘;婕妤;嫄;孝圣宪;安德海;宫主;帝后;张易之;慈安太后;慈禧;慈禧太后;戊戌政变;昭仪;曌;梓童;正宫娘娘;武则天;武士彟;母后;皇后;皇太后;美智子;老佛爷;董卓
emptied	磬竭
emptiness	太虚;空性;空虚;虚
empty	一瓶子不响，半瓶子晃荡;中空;人去楼空;人是铁饭是钢;倒空;倾倒;倾囊;假大空;光动嘴;匮;半瓶水响叮当;咕;咕咕叫;唐;唱空城计;唱高调;回空;大解;天低吴楚，眼空无物;寂寥;寥;小解;嵺;干;广漠;座无虚席;形同虚设;徒;拉;掏空;排空;控;放空;放空炮;散场;无物;有嘴无心;枵;槺;注入;清空;清零;漂亮话;画饼;留白;瘪;空;空位;空口白话;空口说白话;空城计;空壳;空头支票;空室清野;空寂;空巢;空幻;空心;空旷;空泛;空洞;空洞无物;空洞洞;空疏;空白点;空穴来风;空穴来风未必无因;空空;空空如也;空空洞洞;空空荡荡;空肠;空腹;空荡荡;空落落;空话;空话连篇;空身;空阒;空集;罄;翻空出奇;肙;若有所失;萧然;虚;虚张声势;虚文;虚文浮礼;虚空;虚腕;虚言;虚誉;金蝉脱壳;陈腐;驰骛
empty-handed	一无所获;两手空空;妙手空空;空手;空手而归;空着手;素手
empty-headed	丢三落四
emptying	万人空巷
emt	等效百万吨当量
emu	鸸鹋
emulate	仿真;你追我赶;古文运动;拟;拟古;攀比;模仿;模似;法;看齐;虚拟;见贤思齐;观摩
emulation	仿真;仿真服务器;直接数据
emulator	模拟器;私人服务器;私服
emulsifier	乳化剂;起云剂
emulsify	乳化
emulsion	乳剂;乳液;乳胶漆;粉刷
en	取道;早操;经停;路上;途中;集体;驻跸;麇集
enable	使;俾;启用;将会;开启;续命;赋能
enabling	得以
enact	演绎;立法;颁布
enamel	搪瓷;牙釉质;珐琅;珐琅质;羟基磷灰石
enamelware	珐琅
enamored	喜新厌旧;恋慕
enantiomer	对映体
enantiomeric	对映;对映异构;对映异构体
enantiomorphic	对映
encamp	窜踞
encampment	扎寨;驻地
encapsulate	封装
encapsulated	封闭性
encase	套;筒;錔
encasing	鞘翅
enceinte	瓮城
enceladus	土卫二
encephalitis	东方马脑炎病毒;乙型脑炎;乙脑;委内瑞拉马脑炎病毒;日本脑炎;森林脑炎;脑炎;西方马脑炎病毒
encephalopathy	牛海绵状脑病;狂牛病;疯牛病;脑病
enchain	链
enchant	勾魂;引人入胜;迷住;迷魂
enchanted	入迷;心折;心醉;着魔;迷恋;陶醉
enchanting	别有天地;妖;妖娆;媚笑;山明水秀;山清水秀;旖旎;眩丽;绮丽;绮灿;蔚为大观;迷人
enchantment	咒语;魔法
enchantress	狐狸精;魔女
encircle	兜圈子;包围;匝;反围剿;围;围剿;围起;圈;圜;拱抱;环;环抱;萦绕;转圈
encircled	四围;长平之战
encirclement	杀出重围;溃
encircling	外线;环城
enclave	内飞地;外飞地;租界;飞地
enclose	包住;围起;封入;封装;捂;钟罩;附寄
enclosed	内详;包衣种子;四合院;圐圙;库伦;查收;苑;轿车;附栏;随信附上
enclosing	笼;茓
enclosure	囗;围场;圈;圈养;圈地;圈地运动;埒;月城;突围;网室;闲;附件;鸽房
encode	加码;编码
encoder	编码器
encoding	乱码;二进制编码;国家标准码;国标码;域名编码;曼彻斯特编码;转码;通用汉字标准交换码;通用码;重码
encoffin	殡
encompass	含括;涵括
encompassing	潮汕
encore	安可;返场
encounter	一触即溃;一面之缘;丁;不期而遇;交会;初夜;初识;奇遇;撞鬼;春风;相遇;约炮;肢体冲突;艳遇;花钱受气;路遇;蹭蹬;遇;遭逢;遭遇;遭遇战;遻
encountered	名不见经传;际遇
encountering	离骚
encourage	互勉;偲偲;催芽;兴;养廉;劝农;劝勉;劝善惩恶;助威;助长;励;勉励;奖;广开言路;忞;怂恿;打气;拍马;推波助澜;激励;砥砺;策;策励;自勉;规勉;诱导;诱掖;诲淫;钊;鞭策;鼓动;鼓励;鼓气;鼓舞
encouragement	劝农使;奖励;寄语;晨钟暮鼓;走你;雄起
encourager	杀一儆百
encouraging	不妙
encroach	侵;侵害;侵犯;凭陵;干犯;超出
encroachment	以夷制夷
encrypt	加密
encryption	加密;点对点加密;私人钥匙;端到端加密
encumber	拖累
encumbered	戴盆望天;携家带眷;携眷
encumbrance	捞什子
encyclopedia	中国大百科全书出版社;事典;册府元龟;大一统志;大元大一统志;太平御览;广雅;张揖;有序化;条目;永乐大典;百度百科;百科事典;百科全书;维基百科;编纂;虞应龙;贾思勰;辞书;齐民要术
encyclopedic	博闻强记;满腹经纶;百科;百科词典;辞海
end	一以贯之;一头;一无所获;一筹莫展;一雨成秋;三不知;上天无路，入地无门;下场;下工;下档;下片;不了;不了了之;不成;不止;不知所措;与否;世界末日;世纪末;临了;为此;乍;了局;了断;交代;以失败告终;仰屋兴叹;倒叙;倒吸一口凉气;偷鸡不成蚀把米;儩;全程;冤冤相报何时了;出伏;刘备;刘渊;到了;到头;到头来;到底;到此为止;剃头挑子一头热;前后;前端;前途渺茫;剑尖;剧终;功德无量;十六国春秋;十常侍;千里搭长棚，没有不散的宴席;南端;原原本本;去年底;友尽;句读;吃大亏;同归于尽;后患无穷;后段;后边;后面;吴自牧;吴越同舟;吹;呆扳手;告一段落;告终;命归黄泉;和解费;善终;嘉峪关城;坚持不懈;坚贞;埃居;处暑;大头;大限临头;天下没有不散的筵席;天涯;天荒地老;夭折;央;头;始终;委;字脚;孙坚;季世;学无止境;完事大吉;完毕;寿终;寿终正寝;尖头;尖端;尚飨;尻骨;尽;尽头;尽忠;尾声;尾子;尾期;尾梢;山穷水尽;岁暮;岁末;崔鸿;工具人;常年;平津战役;年下;年关;年前;年尾;年底;年末;年终;底;底止;底端;废止;建安;开交;开戒;开斋节;弄巧成拙;引号完;引号完毕;强弩之末;归结;忍无可忍;怛罗斯之战;思密达;戛然而止;截止;扉页;拼到底;指;挠钩;接连;措举;搭讪;收假;收场;收尾;收尾音;收罗;放学;故称;教安;散场;散学;散工;散席;散戏;敬上;敬祝;断交;断港绝潢;无计可施;无路可走;无路可退;日暮途穷;日落西山;日薄崦嵫;早死早超生;春灯谜;是荷;晚期;暗转;曲池穴;曹操;最后;月尾;月底;月末;有鉴于此;朓;期末;期满;期终;期考;未央;末;末了;末叶;末尾;末席;末座;末日;末期;末梢;末篇;末路;末速;本末;朱俊;朱温;李自成;杜绝;柳暗花明;格物致知;桥头;桥头堡;横钩;止境;止息;此致;此致敬礼;死巷;死无葬身之地;死而后已;死胡同;死角;死路;死路一条;歾;殁;殊途同归;残年短景;殷;毛骨悚然;永无止境;没;没完没了;没辙;治丝益棼;海枯石烂;消弭;消灭;淮海战役;满孝;满服;满期;灯谜;炮火连天;煞笔;熄;熬头儿;片头;片尾;玩完;瓦罕走廊;生生不息;画虎不成反类犬;画虎类犬;的;着呢;禁绝;禫;秦末;穷于应付;穷尽;穷途末路;立蛋;竖钩;端;端点;端站;端系统;端线;端面;筈;等;箕子;簧舌;红巾军;终;终久;终了;终于;终产物;终场;终声;终归;终战;终末;终点;终究;终端;终端用户;终结;终而复始;结束;结果;绿林;缠绵不已;翘;老天爷饿不死瞎家雀;考工记;者;船尾;草草收场;落幕;行将结束;解封;解铃还须系铃人;证明完毕;说一千，道一万;说到底;谢幕;谨启;贯彻始终;贯穿;走投无路;走板;起讫;起迄;跋语;蹦跶;轵;边头;辽沈战役;远端;连天;逗;遒;錔;锪孔;闭幕;阑珊;阕;陈胜吴广起义;除灵;靡不有初，鲜克有终;骂不绝口;黄巾;黄巾之乱;黄巾军;黄巾民变;黄巾起义;龙头铡;𨱔;𫸩;𬨂
end-of-life	临终关怀
end-of-term	大考
end-stage	终末
end-to-end	点对点加密;端到端;端到端加密
endanger	危;危及;危害;蠹害
endangered	双蕊兰;斑鳖;濒危;濒危物种;濒危野生动植物种国际贸易公约;麋鹿
endearing	可念;甜;讨喜
endearingly	呆萌
endearment	丫头;乖乖;卿;哈尼;坏包儿;宝子;小鬼;情话;昵称;爱称;玉人;阿囡
endearments	谈情说爱
endeavor	主创;出名;奋进;奋进号;徒劳无益;无往不利;此道;殚力;水中捞月;缘起;跨刀;跨界;轨道
endeavour	第一桶金
ended	反右派斗争;反右运动;未央;辛亥革命
endemic	似鲴;克氏黑鳍鳈
endgame	官子;收官;残局;终局
ending	书不尽言;哪;啊;善终;园;多重结局;尾缀;归宿;思密达;戊戌政变;收场;收音;片尾曲;结尾;结局;结末;落得;言不尽意;辛丑;辛丑条约;韵脚
endings	多重结局
endive	苣荬菜;苦苣;苦菊
endivia	苣荬菜
endless	一大通;不穷;业海;哩哩罗罗;学而不厌，诲人不倦;得陇望蜀;户限为穿;捷报频传;无休无止;无尽;无止尽;无穷;无穷无尽;死循环;没有止尽;漫漫;漫漫长夜;漫长;絮絮;络绎不绝;绵绵不绝;诛求无已;车水马龙;长乐未央;长夜漫漫;长烟
endlessly	一长一短;不休;不尽;不已;争执不下;倒粪;割韭菜;叫苦不迭;叫苦连天;呶呶;呶呶不休;哩哩罗罗;哭哭啼啼;啰唆;喋喋;喋喋不休;妙趣横生;强辩到底;无已;满口胡柴;满口胡言;煲电话粥;申申;絮叨;絮嘴;絮絮叨叨;絮说;耍贫嘴;聚讼纷纭;胡搅蛮缠;蛮缠;谈天说地;赞叹不已
endnote	尾注
endocrine	内分泌;内分泌腺
endoderm	内胚层
endogenic	内营力
endometriosis	子宫内膜异位症
endoplasmic	光面内质网;内质网;糙面内质网
endorphin	内啡素;内啡肽;安多芬;脑内啡
endorse	代言;审批;批转;拥护;推戴;站台;背书;认同;赞同;赞成;追认
endorsement	口播;背书
endoscope	内窥镜;内视镜
endosperm	胚乳
endospore	芽孢
endothelium	内皮
endothermic	热血
endotracheal	插管;气管插管术
endow	禀;赋
endowed	智珠在握;钟灵毓秀
endowment	基金会;孳息;禀赋
endowments	资质
endpaper	环衬;衬页
endpoint	句点;端点
ends	一了百了;东鳞西爪;两头;两极;两端;假公济私;入不敷出;入园;兰因絮果;出戏;千头万绪;印堂;印堂穴;发尾;发梢;周转不开;园长;地角天涯;夙兴夜寐;天涯海角;天边;尜;尜尜;弰;成败在此一举;捉襟见肘;散件;桢;橐;欲益反损;狼狈为奸;留尾巴;草船借箭;蜡烛两头烧;軥;院长;零杂;零碎;青黄不接;领口;马背
endurance	不胜其烦;持久;磨练;耐力;耐力赛;耐受
endure	不支;克服;十字架;受不了;受得了;受罪;可堪;吃不消;吃得消;含忍;咬紧牙关;固穷;堪;忍;忍受;忍得住;忍耐;忍耻;忍辱求全;忍辱负重;怕;打掉门牙，往肚子里咽;挨;挨饿;搁;有福同享，有祸同当;有福同享，有难同当;永存;没苦硬吃;熬;甘之如饴;硬挺;禁;禁受;经;经受;经得起;耐;胯下之辱;苦熬;茹;茹痛;蚁族;遭瘟;遭罪;长存;隐忍;难以忍受;难当;饱受
endured	一把屎一把尿;情何以堪;没苦硬吃
endures	国祚
enduring	万古长青;不朽;不衰;久远;吃苦耐劳;天长地久;持久;永久和平;缔;长久;长情;长青
enema	开塞露;灌肠
enemies	万人之敌;万人敌;不共戴天;不是冤家不聚头;交恶;仇人相见，分外眼红;冤家路窄;单刀赴会;反目成仇;四面楚歌;敌众我寡;敌忾;汉贼不两立;流窜;狭路相逢;结仇;藩镇;鸿沟
enemy	乘胜;乘胜追击;二鬼子;人民公敌;仇;仇人;仇家;仇敌;仇视;仇雠;以逸待劳;俘获;假想敌;假道伐虢;兜抄;公敌;养虎为患;内奸;军警;冤头;冤家;冤家对头;冲塔;冲锋;凭险;出其不意，攻其不备;助纣为虐;劫寨;劫营;化敌为友;十六字诀;半壁江山;半路杀出个程咬金;单刀赴会;南泥湾;反特;反贼;反间;合作者;合围;同仇敌忾;咬人狗儿不露齿;围城打援;国蠹;坚壁;外线;夙敌;大憝;大敌当前;大肆;天敌;失守;如临大敌;嫉恶如仇;守敌;宿敌;寇;对头;对敌;对空射击;峰火台;巨蠹;布防迎战;应敌;强敌;御敌;怨敌;打入;打翻;打草惊蛇;打落水狗;抄袭;投敌;抗敌;折冲樽俎;拉仇恨;招安;招抚;招降纳叛;拼杀;捕俘;掩杀;搬起石头砸自己的脚;擒贼擒王;支架;攻占;攻打;敌;敌人;敌军;敌占区;敌台;敌后;敌国;敌地;敌害;敌对;敌将;敌情;敌我;敌我矛盾;敌探;敌方;敌机;敌特;敌特分子;敌营;敌视;敌阵;斩杀线;暗箭;杀敌;来犯;枚;树敌;桥头堡;死对头;死敌;残敌;沦陷;溃敌;灭此朝食;烽燧;牵制;留活口;疑兵;疑阵;百胜难虑敌，三折乃良医;直捣;知己知彼;知己知彼，百战不殆;知彼知己;知彼知己，百战不殆;礌石;私通;穷寇;空室清野;穿插;窜犯;缴械;舌头;草木皆兵;蒙难;血统论;视如寇仇;解决;认贼作父;调虎离山;资敌;赔了夫人又折兵;轻敌;迎击;迎战;迎敌;追亡逐北;通敌;避其锐气，击其惰归;铁菱;降将;陷;陷落;飞挝;飞贼;饵敌;馘
enemy-held	沦陷区
energetic	健旺;刚健;奋发;好动;带劲;打鸡血;挥斥;有劲;有活力;朝气蓬勃;气势;活力四射;积极;积极反应;精力充沛;贲;起劲;阳光;风风火火
energetically	力行;劲舞;大力;大干;奋发图强
energies	不惜血本;扑;投注;精气神
energize	赋能
energized	为之一振
energy	一鼓作气;下工夫;中国国家原子能机构;乏燃料;乏燃料棒;付出;位能;低耗;余力;储能;兆电子伏;光能;内耗;内能;再生能源;前方高能;力保健;动能;劲;势能;化学能;卯起来;原子能;可再生;合成代谢;吉电子伏;同化作用;后劲;喜则气缓;国际原子能机构;地热能;太阳能;娇惰;守恒;定律;寄托;巴拉迪;应急照射;总能;损耗;新能源;日本原子能研究所;显焓;暗能量;朝气蓬勃;机械能;枉费;核能;正气;正能量;正邪;正邪相争;气;气力;气功;氢能源;活力;浓缩;海洋温差发电;潮汐能;灌注;热能;特斯拉;献身;电子伏;电能;病邪;白费;神;穴脉;精;精力;精神抖擞;红牛;经络;美国能源部;耗能;能;能效;能源;能源危机;能级;能耗;能量;能量代谢;能量守恒;能量饮料;自由焓;自由能;节能;蓄势待发;行有余力;负能量;辐射能;输出;透支;邪气;释放;阴虚火旺;零点能;马克斯·普朗克;高能;高能粒子;高能量;魔爪
enervate	麻醉
enervated	枯萎
enfeebled	衰微
enfeoffed	受封
enfeoffment	分封制;封地;封建
enfold	拱抱
enforce	严肃;勒戒;执法;执法如山;替天行道
enforcement	110;口袋罪;城市管理行政执法局;城管;执法;政法委;治保;电子眼;缉查;缉毒;颁行
engage	不务正业;业;交火;亲近;从;从事;从警;作;作弊;做;做学问;偷天换日;入世;共读;卖春;参战;反特;吃瓜;商谈;啮合;小偷小摸;就;应酬;战斗;打闹;扯家常;投机买卖;投机倒把;拼斗;挂挡;接战;搏杀;搞基;文爱;比一比;渎职;火并;炸街;玩弄;电爱;画饼;研修;磋磨;私通;穷兵黩武;纵容;经营;考古;耍弄;聘请;胯下之辱;舞弊;营私;落锁;装神弄鬼;赌上一局;通商;锻炼
engaged	业者;从政;保安;全副精力;务;受聘;员;喝茶;在线;定情;手;本业;特约;狗男女;生;篆工;群众演员;群演;订婚;许婚
engagement	初战;品读;喜饼;婚约;应酬;怛罗斯之战;有约在先;约会;约定;赖婚;退婚
engages	体育生;援交小姐
engaging	嫣然;带感
engagingly	娓娓;娓娓而谈
engel	恩格尔
engels	共产党宣言;反杜林论;恩格斯;马恩列斯
engender	产生;感性工学;相生
engenders	利好;利空
engine	主机;主轴;人肉搜索引擎;传动;传动器;内燃机;发动机;司炉;喷气发动机;回火;容积效率;开机;引擎;必应;排量;推力;搜寻引擎;搜狗;搜索引擎;散热器;机房;机油;机车;柴油发动机;柴油机;正时;气缸;水温表;汽油机;汽缸;消防车;火车头;灭音器;点火;热机;爆声;爆震;爱问;百度;蒸汽机;谷歌;轮机;逆火;锅驼机
engineer	伦琴;吴邦国;周永康;工兵;工程师;建造师;斯蒂文;机械师;李冰;水利家;水暖工;灰领;特斯拉;策划;胡佛;茅以升;西门豹;詹天佑;钱学森;阮安;马苏德;高工
engineered	精密陶瓷
engineering	中国工程院;主材;交通立体化;人机工程;价值工程;伴生气;依赖注入;信令;内衬;化学工程;化工;反应锅;国家重点学科;土力工程;土建;土木;土木工程;基因工程;对准;工业大学;工事;工学;工学院;工科;工程;工程图;工程图学;工程学;差分;平板;开工;引水工程;感性工学;损耗;机械工程;标定;核工程;止点;水利工程;滑环;滚刀;滚齿;理工;理工大学;理工科;生物医学工程;生物工程;电子工程;电学;电工;电气工程;电脑辅助工程;磁通门;社会工程学;社工;绕道;英国工程技术学会;蜗杆;补强;资讯工程;路基;路堑;轨道;轻工;边角案例;逆向工程;遗传工程;郎肯循环;都江堰;键槽;防喷罩;风阻尼器;鱼尾板;齿轮齿条
engineers	电机及电子学工程师联合会
england	伯恩茅斯;光荣革命;公学;利物浦;北安普敦;南安普敦;哈利法克斯;大伦敦地区;天津条约;宪章派;巴斯;布拉德福德;布莱顿;布里斯托尔;布里斯托尔海峡;庞德街;得文;怀特岛;拉格比;斯科费尔峰;新英格兰;普雷斯顿;曼城;格洛斯特;格洛斯特郡;温切斯特;湖区;爱尔兰海;牛津;狮心王理查;班伯里;科茨沃尔德;维冈;考文垂;英;英伦;英吉利;英德;英格兰;英格兰银行;英超;英超赛;萨里;萨里郡;萨默塞特郡;诺丁汉;诺曼征服;赶英超美;都铎王朝;雪菲尔德;非都会郡
english	b7;○;三克油;不定冠词;专八;世界波;东密德兰;中古;中国日报;乔叟;乔治·布尔;亨利·哈德逊;亨利五世;伊顿公学;但尼生;作秀;克里斯汀·贝尔;全民英检;兰开夏郡;加来海峡;华兹华斯;卓别林;卡文迪什;吋;听;听头;图样图森破;图灵;圣女贞德;垫底费;基;塞缪尔·约翰逊;夏洛特·勃良特;多益;天子;奶昔;威尔特郡;家;弗兰西斯·培根;打call;托业;托福;托马斯·哈代;拉夫堡;拜伦;易;朴次茅斯;杰弗里·乔叟;林肯郡;柏克郡;查尔斯·狄更斯;梭哈;毛姆;汉英互译;沃克斯豪尔;法兰西斯·培根;波鞋;洋泾浜英语;满福堡;牛津郡;狄更斯;现在分词;玻意耳;珀西·比希·雪莱;珍·奥斯汀;理雅各;瓦里斯;白金汉郡;科林·弗思;米尔顿;约克郡;约翰·本仁;罗宾汉;美语;肯特;胡克;艾赛克斯;英;英中;英吉利;英吉利海峡;英国管;英文;英译;英语;英语教学;英语热;英语系;英语角;莎拉·布莱曼;莱斯特;莱斯特郡;蓝侬;被;译成;语数外;诺丁汉郡;贝叶斯;贞德;赫福特郡;边沁;闹太套;除了;雅思;霍金;音译
