一	GGLL,GGL,G
珋	GQTB
玹	GYXY
珌	GNTT
玿	GVKG
韨	FNHC
垚	FFFF
垯	FDPY
垙	FIQN
垲	FMNN,FMN
埏	FTHP,FTH
垍	FTHG
耇	FTQK
鿍	FTAH
垎	FTKG
垴	FYBH
垟	FUDH
垞	FPTA
挓	RPTA
垵	FPVG
垏	FVFH
拶	RVQY,RVQ
荖	AFTX
荁	AGJG
荙	ADPU
荛	AATQ,AAT
茈	AHXB,AHX
茽	AWKH
荄	AYNW
茺	AYCQ,AYC
𬜬	AUKF
荓	AUAJ
茳	AIAF,AIA
𦰡	AVFB
茛	AVEU,AVE
荭	AXAF,AXA
㭕	SFCY
柷	SKQN
柃	SWYC,SWY
柊	STUY
枹	SQNN
栐	SYNI
柖	SVKG
郚	GKBH
剅	GKUJ
䴓	TMHG
迺	SPD
厖	DDNE
砆	DFWY
砑	DAHT,DAH
砄	DNWY
耏	DMJE
奓	DQQU
䶮	DXYD
轵	LKWY,LKW
轷	LTUH
轹	LQIY,LQI
轺	LVKG,LVK
昺	JGMW
𪾢	HMQN,HMQ
昽	JDXN
盷	HQUG
咡	KBG
咺	KGJG
昳	JRWY
昣	JWET
哒	KDPY,KDP
昤	JWYC
昫	JQKG
昡	JYXY
咥	KGCF
昪	JCAJ
虷	JFH
虸	JBG
哃	KMGK
峘	MGJG
耑	MDMJ
峛	MGQJ
𪨰	MMAG,MMA
峗	MQDB
峧	MUQY
帡	MHUA
钘	QGAH
𫓧	QFWY,QFW
钜	QANG,QAN
𬬮	QTAY,QTA
𬬱	QRH
𬬭	QWXN
钪	QYMN
钬	QOY
钭	QUFH,QUF
矧	TDXH
秬	TANG
俫	WGOY
舁	VAJ
俜	WMGN
俙	WQDH
俍	WYVE
垕	RGKF
衎	TFFH
舣	TEYQ
弇	WGKA
侴	WGNJ
鸧	WBQG
䏡	EFIY,EFI
胠	EFCY
𦙶	EDG
胈	EDCY
胩	EHHY,EHH,EH
胣	ETBN
朏	EBMH
飐	MQHK
訄	VYD
饻	QNYE
庤	YFFI
疢	UOI
炣	OSKG
炟	OJGG
㶲	OEHH,OEH
洭	IAGG
洘	IFTN
洓	IGMI
洿	IDFN
㳚	IDYY
泚	IHXN
浈	IHMY,IHM
浉	IJGH
洸	IIQN
洑	IWDY
洢	IWVT
洈	IQDB
洚	ITAH,ITA
洺	IQKG
洨	IUQY
浐	IUTT
㳘	IYCQ
洴	IUAH
洣	IOY
恔	NUQY
宬	PDNT
窀	PWGN
扂	YNHK
袆	PUFH
祏	PYDG
祐	PYDK
祕	PYNT
叚	NHFC
陧	BJFG,BJF
陞	BTAF
娀	VADT
姞	VFKG
姱	VDFN
姤	VRGK
姶	VWGK
姽	VQDB
枲	CKSU
绖	XGCF
骃	CLDY
𬘡	XLDY,XLD
𬳽	CRQN,CRQ
𬘩	XTFP
𫄧	XTHP
彖	XEU
骉	CCCF
恝	DHVN
珪	GFFG
珛	GDEG
珹	GDNT
琊	GAHB
玼	GHXN
珖	GIQN
𪟝	GMLT,GML
珽	GTFP
珦	GTMK
珫	GYCQ
珒	GVFH
𬍤	GVFY,GVF
珢	GVEY
珕	GLLL
珝	GNG
𫭼	FAPL,FAP
埗	FHIT
垾	FJFH
垺	FEBG
埆	FQEH
垿	FYCB
埌	FYVE
埇	FCEH
莰	AFQW
茝	AAHH
𬜯	AGMW
鄀	ADKB
莶	AWGI
莝	AWWF
䓖	APWL
莙	AVTK
栻	SAAG
桠	SGOG
𬂩	SGUD
桄	SIQN,SIQ
梠	SKKG
栴	STMY
梴	STHP
栒	SQJG
酎	SGFY
酏	SGBN,SGB
𫠆	FCDM,FCD
砵	DSGG
砠	DEGG
砫	DYGG
砬	DUG
硁	DCAG
恧	DMJN
翃	DCNG
郪	GVHB
𨐈	LIQN,LIQ
辀	LTEY
辁	LWGG
𬌗	AHTK
剕	DJDJ
赀	HXMU,HXM
哢	KGAH
晅	JGJG
晊	JGCF
唝	KAMY
哳	KRRH
哱	KFPB
冔	JKGF
晔	JWXF,JWX
晐	JYNW
晖	JPLH
畖	LRCY
蚄	JYN
蚆	JCN
𫑡	KJNB
帱	MHDF,MHD
崁	MFQW
峿	MGKG
𪨶	MDLJ
崄	MWGI
帨	MHUQ
崀	MYVE
赆	MNYU,MNY
𬬸	QSYY,QSY
钷	QAKG,QAK
𬬻	QHNT,QHN
𬬹	QJHH
𬬿	QVKG
𬭁	QXGU,QXG
眚	TGHF
甡	TGTG
笫	TTNT,TTN
倻	WBBH
倴	WDFA
脩	WHTE
倮	WJSY,WJS
倕	WTGF
倞	WYIY
𫢸	WUJH
倓	WOOY
倧	WPFI
衃	TLGI
虒	RHAM
舭	TEXX,TEX
舯	TEKH,TEK
舥	TECN
瓞	RCYW
鬯	QOBX,QOB
鸰	WYCG
脎	EQSY,EQS
朓	EIQN
胲	EYNW
虓	VHAM
鱽	QGVN
狴	QTXF
峱	QTNM
狻	QTCT
眢	QBHF
𫗧	QNGI
勍	YILN
痄	UTHF,UTH
疰	UYGD
痃	UYXI,UYX
竘	UQKG
羖	UDMC
羓	UDCN
桊	UDSU,UDS
敉	OTY
烠	ODEG
烔	OMGK
烶	OTFP
烻	OTHP
𬊈	OVFY
涍	IFTB
浡	IFPB
浭	IGJQ
浬	IJFG
涄	IMGN
涢	IKMY
涐	ITRT
浰	ITJH
浟	IWHT
浛	IWYK
浼	IQKQ,IQK
浲	ITDH
涘	ICTD
悈	NAAH
悃	NLSY,NLS
悢	NYVE
𬒈	IPDF,IPD
宧	PAHH
窅	PWHF
窊	PWRY
窎	PWQG
扅	YNQQ
扆	YNYE
袪	PUFC
袗	PUWE
袯	PUNY
祧	PYIQ
隺	PWYD
堲	VCBF
疍	NHJG
𨺙	BEQN,BEQ
陴	BRTF,BRT
烝	BIGO
砮	VCDF
㛚	VCEH,VCE
哿	LKSK
翀	NKHH
翂	NWVN
剟	CCCJ
𬳿	CWSW,CWS
𫄨	XQDH,XQD
绤	XWWK
骍	CUH
𬘫	XPFQ
䂮	DHVD
琎	GFJP
珸	GGKG
珵	GKGG
琄	GKEG
琈	GEBG
琀	GWYK
珺	GVTK
掭	RGDN
堎	FFWT
堐	FDFF
埼	FDSK
掎	RDSK,RDS
埫	FIMK
堌	FLDG
晢	RRJF
𫮃	FUJH
掞	ROOY
埪	FPWA
壸	FPGG
㙍	FCCC,FCC
聍	BPSH,BPS
菝	ARDC,ARD
萚	ARCH
菥	ASRJ,ASR
莿	AGMJ
䓫	ADSK,ADS
勚	ANML
䓬	AHJJ,AHJ
萆	ARTF,ART
菂	ARQY
菍	AWYN
菼	AOOU
萣	APGH
䓨	APRM
菉	AVIU
䓛	ANBM
梼	SDTF
梽	SFNY
桲	SFPB
梾	SGOY
桯	SKGG
梣	SMWN
梌	SWTY
桹	SYVE
敔	GKTY
厣	DDLK,DDL
硔	DAWY
鿎	DDPY,DDP
硙	DMNN
硚	DTDJ
硊	DQDB
硍	DVEY
勔	DMJL
䴕	GQJG
龁	HWBN
逴	HJPK
唪	KDWH,KDW
啫	KFTJ
翈	LNG
㫰	JYVE
晙	JCWT
畤	LFFY
𬱖	MDMY
趼	KHGA
跂	KHFC
蛃	JGMW
蚲	JGUH
𬟽	JAIY,JAI
蚺	JMFG,JMF
啴	KUJF
䎃	MFNG
崧	MSWC,MSW
崟	MQF
崞	MYBG,MYB
崒	MYWF
崌	MNDG
崡	MBIB
铏	QGAJ
𫓯	QFFG,QFF
𫟹	QAWY,QAW
铕	QDEG
𫟼	QDPY,QDP
铖	QDNT,QDN
铘	QAHB
铚	QGCF
铞	QKMH
铥	QTFC
铴	QINR,QIN
牻	TRDE
牿	TRTK
稆	TKKG,TKK
笱	TQKF,TQK
笯	TVCU
偰	WDHD
偡	WADN
鸺	WSQG,WSQ
偭	WDMD
偲	WLNY
偁	WEMF
㿠	RIQN,RIQ
鄅	TKMB
偓	WNGF
徛	TDSK
衒	TYXH
舳	TEMG
舲	TEWC
鸼	TEQG
悆	WTNU
鄃	WGEB
瓻	QDMN
䝙	EEAQ
脶	EKMW,EKM
脞	EWWF,EWW
脟	EEFY
䏲	EUXT,EUX
鱾	QGNN
猇	QTHM
猊	QTVQ
猄	QTYI
觖	QENW,QEN
𠅤	YLNU,YLN
庱	YFWT
庼	YXDM
庳	YRTF,YRT
痓	UGCF
䴔	UQQG,UQQ
竫	UQVH
堃	YYFF
阌	UEPC
羝	UDQY,UDQ
羕	UGYI
焆	OKEG
烺	OYVE
焌	OCWT
淏	IJGD
𬇹	ILGY
淟	IMAW
淜	IEEG
淴	IQRN
淯	IYCE
湴	IUOG
涴	IPQB
𬍡	INRY
㥄	NFWT,NFW
惛	NQAJ
惔	NOOY
悰	NPFI
惙	NCCC
寁	PGVH
逭	PNHP
𬤇	YSFG,YSF
𫍯	YDGY
袼	PUTK
裈	PUPL
祲	PYVC
𬤊	YJGH,YJG
𫍲	YEHC,YEH
谞	YNHE
艴	XJQC,XJQ
弸	XEEG
弶	XYIY
𬯎	BKHM
隃	BWGJ
婞	VFUF
娵	VBCY
婼	VADK
媖	VAMD
婳	VGLB
婍	VDSK
婌	VHIC
婫	VJXX
婤	VMFK
婘	VUDB
婠	VPNN
𬘬	XGEG
𬘭	XSSY,XSS
𬴂	CJDD,CJD
𫘦	CQRM,CQR
绹	XQRM
𫟅	XYIY
𬘯	XYBG
骕	CVIJ
𫘧	CVIY,CVI
絜	DHVI
珷	GGAH
琲	GDJD
琡	GHIC
琟	GWYG
琔	GPGH
琭	GVIY
堾	FDWJ
堼	FFFF
揕	RADN
㙘	FSVG,FSV
堧	FDMD
喆	FKFK
堨	FJQN
塅	FWDC
堠	FWND
絷	RVYI
𪣻	FOVG,FOV
𡎚	FYNA
葜	ADHD
惎	ADWN
萳	AFMF
葙	ASHF,ASH
靬	AFFH
葴	ADGT
蒇	ADMT
蒈	AXXR
鄚	AJDB
蒉	AKHM
蓇	AMEF
萩	ATOU
蒐	ARQC
葰	AWCT
葎	ATVH
鄑	GOGB
蒎	AIRE,AIR
葖	APWD
蒄	APFF
萹	AYNA
棤	SAJG
棽	SSWN
棫	SAKG
椓	SEYY
椑	SRTF
𬃊	SRFM,SRF
鹀	AWWG
椆	SMFK
棓	SUKG
棬	SUDB
棪	SOOY
椀	SPQB
楗	SVFP
𬷕	GEHG
甦	GJQG
酦	SGNY
觌	FNUQ
奡	DHDJ
皕	DJDJ
硪	DTRT,DTR
欹	DSKW
詟	DXYF
𫐐	LEQN,LEQ
辌	LYIY
棐	DJDS
龂	HWBR
𬹼	HWBJ
黹	OGUI
牚	IPKT
睎	HQDH
晫	JHJH
晪	JMAW
晱	JOOY
𧿹	LXGU,LXG
蛑	JCRH,JCR
畯	LCWT
斝	KKPF
喤	KRGG
崶	MFFF
嵁	MADN
𫶇	MGKH
崾	MSVG,MSV
嵅	MDGT
崿	MKKN
嵚	MQQW
翙	MQNG
𫖮	MNDM
圌	LMDJ
圐	LLYV
赑	MMMU
淼	IIIU
赒	MMFK
鿏	QGTY,QGT
铹	QAPL,QAP
𬭊	QSFG
铽	QANY
𨱇	QFIY,QFI
𫓶	QKEG,QKE
锊	QEFY,QEF
锍	QYCQ
锎	QUGA
𬭎	QPDC,QPD
锓	QVPC,QVP
犇	RHTH
颋	TFPM
稌	TWTY
筀	TFFF
筘	TRKF,TRK
筜	TIVF
筥	TKKF
筅	TTFQ
傃	WGXI
傉	WDFF
翛	WHTN
傒	WEXD
傕	WPWY
舾	TESG
畬	WTLF
𫖯	QIDM,QID
脿	EGEY
腘	ELGY
䐃	ELTY
腙	EPFI
腒	ENDG
𬱟	QDBM
鲃	QGCN
猰	QTDD
𫛭	EGQG,EGQ
猯	QTMJ
㺄	EWGJ
馉	QNME
凓	USSY
鄗	YMKB
𫷷	YQQW,YQQ
廋	YVHC
廆	YRQC
鄌	YVHB
粢	UQWO
遆	UPMP
旐	YTIQ
𬮱	USFD
焞	OYBG
𬊤	OUJH,OUJ
欻	OOQW
𣸣	IFAM,IFA
溚	IAWK
溁	IAPS
湝	IXXR
渰	IWGA
湓	IWVL
㴔	IQVN,IQV
渟	IYPS
溠	IUDA
渼	IUGD
溇	IOVG
湣	INAJ
湑	INHE
溞	ICYJ
愐	NDMD
愃	NPGG
敩	IPBT
甯	PNEJ,PNE
棨	YNTS
扊	YNOO
裣	PUWI
祼	PYJS
婻	VFMF
媆	VDMD
媞	VJGH
㛹	VWGQ
媓	VRGG
媂	VUPH
媄	VUGD
毵	CDEN
矞	CBTK
𬴃	CDHD
𫘨	CJGH
缊	XJLG
缐	XRIY
骙	CWGD
瑃	GDWJ
瑓	GGLI
瑅	GJGH
瑆	GJTG
䴖	GEQG
瑖	GWDC
瑝	GRGG
瑔	GRIY
瑀	GTKY
𤧛	GUPH,GUP
瑳	GUDA
瑂	GNHG
嶅	GQTM
瑑	GXEY
遘	FJGP
髢	DEBB
塥	FGKH,FGK
堽	FLGH
赪	FOHM
摛	RYBC
塝	FUPY
搒	RUPY
搌	RNAE
蒱	ARGY
蒨	AWGE
蓏	ARCY
蔀	AUKB
蓢	AYVE
蓂	APJU
蒻	AXUU
蓣	ACBM
椹	SADN
楪	SANS
榃	SSLF
榅	SJLG
楒	SLNY
楞	SLYN,SLY,SL
楩	SWGQ
榇	SUSY,SUS
椸	SYTB
楙	SCBS
歅	SFQW
𬪩	SGPE
碃	DGEG
碏	DAJG
𬒔	DHEG
碈	DQAJ
䃅	DUJF
硿	DPWA
鄠	FFNB
辒	LJLG
𬨎	LUSG
𫐓	LCNS
龆	HWBK
觜	HXQE,HXQ
䣘	IPKB
暕	JGLI
鹍	JXXG
𫫇	KGON
㬊	JEFC
暅	JNGG
跱	KHFF
蜐	JFCL
蜎	JKEG
嵲	MTHS
赗	MJHG
骱	MEWJ,MEW
锖	QGEG
𫓹	QADW
锘	QADK,QAD
锳	QAMD
锧	QRFM
锪	QQRN,QQR
𬭚	QYBG
锫	QUKG
锬	QOOY,QOO
𬭛	QIHC,QIH
稑	TFWF
稙	TFHG
䅟	TCDE,TCD
𬕂	TAMU
筻	TGJQ
筼	TKMU
筶	TTFK
筦	TPFQ
筤	TYVE
傺	WWFI
鹎	RTFG
僇	WNWE
艅	TEWT
艉	TENN,TEN
谼	WWKW
貆	EEGG
腽	EJLG,EJL
腨	EMDJ
腯	ERFH
鲉	QGMG
鲊	QGTF
鲌	QGRG
䲟	PQGB,PQG
𬶋	PQKG
𬶍	PPXN,PPX
鲏	QGHC
雊	QKWY
猺	QTEM
飔	MQLN
觟	QEFF
𦝼	EOVG,EOV
馌	QNFL
裛	YCEU
廒	YGQT,YGQ
瘀	UYWU
瘅	UUJF,UUJ
鄘	YVEB
鹒	YVWG
鄜	YNJB
麀	YNJX
鄣	UJBH,UJB
阘	UJND
𫔶	UTHS
煁	OADN
煃	ODFF
煴	OJLG
煋	OJTG
煟	OLEG
煓	OMDJ
滠	IBCC,IBC
溍	IGOJ
溹	IFPI
滆	IGKH
滉	IJIQ
溦	IMGT
溵	IRVC
漷	IYBB
滧	IUQT
滘	IPWK
滍	IBHJ
愭	NFTJ
慥	NTFP
慆	NEVG
塱	YVCF
𫌀	PUGM
裼	PUJR
禋	PYSF
禔	PYJH
禘	PYUH
禒	PYXE
谫	YUEV,YUE
鹔	VIJG
𫖳	VTKM
愍	NATN
嫄	VDRI
媱	VERM
戤	ECLA
勠	NWEL
戣	WGDA
𫘪	CDRI,CDR
𫘬	CEXD
缞	XYKE
耤	DIAJ
瑧	GDWT
𫞩	GAGW
瑨	GGOJ
瑱	GFHW
瑷	GEPC
瑢	GPWK
斠	FJGF
摏	RDWV
墕	FGHO
墈	FADL
墐	FAKG
墘	FFJN
摴	RFFN
銎	AMYQ
𡐓	FYVI
墚	FIVS,FIV
撖	RNBT
𪤗	FNWE
靽	AFUF
鞁	AFHC
蔌	AGKW,AGK
蔈	ASFI
蓰	ATHH,ATH
蔹	AWGT
蔊	AOJF
嘏	DNHC,DNH
榰	SFTJ
榑	SGEF
槚	SSMY
𣗋	SIPQ
槜	SWYE
榍	SNIE,SNI
疐	FPLH
𬸘	AJVG
酺	SGGY
酾	SGGY
酲	SGKG,SGK
酴	SGWT
碶	DDHD
䃎	DDQQ,DDQ
𬒗	DJTQ,DJT
碨	DLGE
𥔲	DKKN,DKK
碹	DPGG
碥	DYNA
劂	DUBJ
𫚖	HXPF,HXP
䴗	HDQG,HDQ
夥	JSQQ,JSQ
瞍	HVHC,HVH
鹖	JQWG
㬎	JXXO
跽	KHNN
蜾	JJSY,JJS
幖	MHSI
嶍	MNRG
圙	LWDD
𨱏	QAWK
锺	QTGF,QTG
锼	QVHC,QVH
锽	QRGG
𬭤	QWND,QWN
锾	QEFC
锿	QYEY,QYE
镃	QUXX
镄	QXJM,QXJ,QX
镅	QNHG,QNH
馝	TJNT
鹙	TOQG
箨	TRCH
箖	TSSU
劄	TWGJ
僬	WWYO
僦	WYIN,WYI
僔	WUSF
僎	WNNW
槃	TEMS
㙦	WSWF
鲒	QGFK
鲕	QGDJ
𫚕	PJGH
鲖	QGMK
鲗	QGMJ
鲘	QGRK
鲙	QGWC
𬶐	PQIY,PQI
𬶏	PQDB,PQD
𩽾	PPVG,PPV
夐	QMWT
獍	QTUQ,QTU
飗	MQQL
𬸚	EYDG
凘	UADR
廑	YAKG,YAK
廙	YLAW
瘗	UGUF
瘥	UUDA
瘕	UNHC,UNH
鲝	UDQG
鄫	ULJB
熇	OYMK
漹	IGHO
漖	IFTT
潆	IAPI
漤	ISSV
潩	ILAW
漼	IMWY
漴	IMPI
㽏	IWGF
漈	IWFI
漋	IBTG
漻	INWE
慬	NAKG
窬	PWWJ
窭	PWOV,PWO
㮾	YVCS
𬤝	YGJN,YGJ
褕	PUWJ
禛	PYFW
禚	PYUO
隩	BTMD
嫕	VATN
嫭	VHAH
嫜	VUJH
嫪	VNWE
𬙂	XPGW
㻬	GKFN
麹	GTQO
璆	GNWE
漦	FITI
叇	FCVP
墣	FOGY
墦	FTOL
墡	FUDK
劐	AWYJ
薁	ATMD
蕰	AIJL
蔃	AXKJ
鼒	FTHN
槱	SSGO
鹝	GKMG
磏	DUVO
磉	DCCS,DCC
殣	GQAG
慭	GODN
霅	FYF
暵	JAKW
暲	JUJH
暶	JYTH
踦	KHDK
踣	KHUK
䗖	JGKH
蝘	JAJV
蝲	JGKJ
蝤	JUSG,JUS
噇	KUJF
噂	KUSF
噀	KNNW
罶	LQYL
嶲	MWYM
嶓	MTOL
㠇	MYIY
嶟	MUSF
嶒	MULJ
镆	QAJD
镈	QGEF
镋	QIPQ
镎	QWGR
𬭩	QWCN,QWC
镕	QPWK
稹	TFHW
儇	WLGE
皞	RRDF
皛	RRRF
䴘	RHAG
艎	TERG
艏	TEUH,TEU
鹟	WCNG
𩾃	PQKQ
鲦	QGTS
鲪	QGVK
鲬	QGCE
橥	QTFS
觭	QEDK
鹠	QYVG
鹡	IWEG
糇	OWND,OWN
糈	ONHE,ONH
翦	UEJN
鹢	UWLG
鹣	UVOG
熛	OSFI
潖	IGGC
潵	IAET
㵐	IDUW
澂	IMGT
澛	IQGJ
瑬	IYCY
潽	IUOJ
潾	IOQH
潏	ICBK
憭	NDUI
憕	NWGU
𬸣	PFJG
戭	PGMA
褯	PUYH
禤	PYLN
𫍽	YLGE,YLG
嫽	VDUI
遹	CBTP
𬴊	COQH,COQ,CO
璥	GAQT
璲	GUEP
璒	GWGU
憙	FKUN
擐	RLGE
鄹	BCTB
薳	AFKP
鞔	AFQQ
黇	AMWK
𬞟	AHIM
蕗	AKHK
薢	AQEH
蕹	AYXY
橞	SGJN
橑	SDUI
橦	SUJF
醑	SGNE,SGN
觱	DGKE
磡	DADL
𥕢	DGMJ
磜	DWFI
豮	EFAM
𫟦	LUEP,LUE
𬺈	HWBK
𫠜	HWBQ
鹾	HLQA
虤	HAMM
暿	JFKK
曌	JEPA
曈	JUJF
㬚	JYCT,JYC
蹅	KHSG
踶	KHJH
䗛	JWHE,JWH
螗	JYVK
疁	LNWE
㠓	MAPE
幪	MHAE
𪩘	MFMD,MFM
嶦	MQDY
𬭬	QDHV
𨱑	QAMW
𬭯	QUMT
馞	TJFB
穄	TWFI
篚	TADD
篯	TQGR
簉	TTFP
鼽	THLV
衠	TFHH
盦	WYNL
螣	EUDJ
縢	EUDI
鲭	QGGE
鲯	QGAW
鲰	QGBC
鲺	QGNJ,QGN
鲹	QGCE
𫗴	QNYG
亸	YBUF
癀	UAMW,UAM
瘭	USFI,USF
𬸦	OTTG
羱	UDDI
糒	OATE
燋	OWYO
熻	OWGN
燊	OOOS
燚	OOOO
燏	OCBK
濩	IAWC
濋	ISSH
澪	IFWC
澽	IHAE
澴	ILGE
澭	IYXY
澼	INKU
憷	NSSH,NSS
憺	NQDY
懔	NYLI,NYL
黉	IPAW,IPA
嬛	VLGE
鹨	NWEG
翯	NYMK
𫄷	XUJN
璱	GGGT
𤩽	GFMD,GFM
璬	GRYT
璮	GYLG
髽	DEWF
擿	RUMP
薿	AXTH
薸	AISI
檑	SFLG,SFL
櫆	SRQF
檞	SQEH
醨	SGYC
繄	ATDI
磹	DSJH
磻	DTOL
瞫	HSJH
瞵	HOQH,HOQ
蹐	KHIE
蟏	JAVJ
㘎	KUNT,KUN
𬭳	QFKK,QFK
镤	QOGY,QOG
𬭶	QLFO,QLF
𫔍	QTOL
镥	QQGJ,QQG
镨	QUOJ,QUO
𬭸	QOQH,QOQ
𨱔	QUSF,QUS
𬭼	QUEP,QUE
𫔎	QCNK
矰	TDUJ
穙	TOGY
穜	TUJF
穟	TUEP
簕	TAFL
簃	TTQQ
簏	TYNX
儦	WYNO
魋	RQCY
斶	RLQJ
艚	TEGJ
𬸪	TOLG
谿	EXDK
䲠	PDWJ,PDW
𬶟	PGKJ
鲾	QGGL
𬶠	PGLI,PGL
鲿	QGIC
鳁	QGJL
鳂	QGLE
鳈	QGRI
鳉	QGUF
獯	QTTO
䗪	YAOJ
馘	UTHG
襕	PUUI
襚	PUUP
𬶨	VCAP
螱	NFIJ
甓	NKUN
嬬	VFDJ
嬥	VNWY
𦈡	XKDJ,XKD
𫄸	XTGO,XTG
瓀	GFDJ
釐	FITF
鬶	FWMH
爇	AFWO
鞳	AFAK
鞮	AFJH
𬟁	AGKG
藟	ALLL
藦	AYSR
藨	AYNO
鹲	APFG,APGG
檫	SPWI
黡	DDLO
礞	DAPE,DAP
礌	DFLG
𥖨	DKKS
蹢	KHUD
蹜	KHPJ
蟫	JSJH
䗴	JTTP,JTT
嚚	KKAK
髃	MEJY
镮	QLGE
镱	QUJN
酂	TFQB
馧	TJJL
簠	TGEL
簝	TDUI
簰	TTHF
鼫	VNUD
鼩	VNUK
皦	RRYT
臑	EFDJ
䲢	EUDP
鳑	QGUY
鳒	QGUO
鹱	QYNC
鹯	YLKG
癗	UFLD
𦒍	UJFN
旞	YTUP
翷	OQAN
冁	UJFE
䎖	ULJN
瀔	IFPC
瀍	IYJF
瀌	IYNO
襜	PUQY
䴙	NKUG
𬙊	XLFF,XLF
嚭	FKUK
㰀	STQI,STQ
鬷	GKMT
醭	SGOY
蹯	KHTL
蠋	JLQJ
翾	LGKN
鳘	TXGG
儳	WQKY
儴	WYKE
鼗	IQFC,IQF
𬶭	PWFI
𩾌	PYVI
鳚	QGNF
鳛	QGNR
麑	YNJQ
麖	YNJI
蠃	YNKY
彟	VFAC
嬿	VAUO
鬒	DEFW
蘘	AYKE
欂	SAIF
醵	SGHE
颥	FDMM
甗	HAGN
𨟠	HHWB
巇	MHAA
酅	MWYB
髎	MENE
犨	WYWH
𬶮	PFKK
𨭉	YGAQ
㸌	OKWO
爔	OUGT
瀱	ILDJ
瀹	IWGA
瀼	IYKE
瀵	IOLW,IOL
襫	PUDJ
孅	VWWG
骦	CFSH
𬙋	XYKE
耰	DIDT
𤫉	GYOC,GYO
瓖	GYKE
鬘	DEJC
趯	FHNY
𬺓	HWBH
罍	LLLM
鼱	VNUE
鳠	QGAC
鳡	QGDN
鳣	QGYG
爟	OAKY
爚	OWGA
灈	IHHY
韂	AFQY
糵	AWNO
蘼	AYSD,AYS
礵	DFSH
鹴	FSHG
躔	KHYF
皭	RELF
龢	WGKT
鳤	QGTN
亹	YVMG,YWFG
籥	TWGA
鼷	VNUD
𫚭	PVLN
玃	QTHC
醾	SGYO
齇	THLG
觿	QEMK
蠼	JHHC
